id,sentence,term,gold_label,TD_LSTM,GCAE,ATAE_LSTM,MemNet,ASGCN,bert_pair,bert_sent,bert_pt,mams_capsnet
972:1_0,The memory was gone and it was not able to be used.,memory,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
974:1_0,And windows 7 works like a charm.,windows 7,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
976:1_0,"I was a little concerned about the touch pad based on reviews, but I've found it fine to work with.",touch pad,positive,neutral,negative,neutral,negative,positive,neutral,positive,positive,positive
982:1_0,"Though please note that sometimes it crashes, and the sound quality isnt superb.",sound quality,negative,negative,negative,negative,positive,negative,negative,negative,negative,negative
983:1_0,tried windows 8 and hated it !!!,windows 8,negative,neutral,neutral,negative,negative,negative,negative,negative,negative,negative
989:1_0,"Does everything I need it to, has a wonderful battery life and I couldn't be happier.",battery life,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
98:1_0,Not too expense and has enough storage for most users and many ports.,storage,positive,positive,positive,positive,positive,negative,positive,positive,positive,positive
98:1_1,Not too expense and has enough storage for most users and many ports.,ports,positive,neutral,positive,positive,positive,positive,positive,positive,positive,positive
991:1_0,"I also wanted Windows 7, which this one has.",Windows 7,positive,positive,positive,positive,positive,positive,positive,neutral,neutral,neutral
991:8_0,I also made a recovery USB stick.,recovery USB stick,neutral,negative,negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
993:1_0,I think this is about as good as it gets at anything close to this price point.,price point,neutral,negative,negative,positive,negative,positive,positive,positive,negative,positive
994:1_0,"I bought it to be able to dedicate a small, portable laptop to my writing and was surprised to learn that I needed to buy a word processing program to do so.",word processing program,neutral,neutral,negative,positive,positive,positive,neutral,neutral,neutral,positive
996:1_0,"I am pleased with the fast log on, speedy WiFi connection and the long battery life (>6 hrs).",WiFi connection,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
996:1_1,"I am pleased with the fast log on, speedy WiFi connection and the long battery life (>6 hrs).",battery life,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
996:1_2,"I am pleased with the fast log on, speedy WiFi connection and the long battery life (>6 hrs).",log on,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
997:12_0,"I re-seated the ""WLAN"" card inside and re-installed the LAN device drivers.","""WLAN"" card",neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
997:12_1,"I re-seated the ""WLAN"" card inside and re-installed the LAN device drivers.",LAN device drivers,neutral,neutral,negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
997:1_0,This newer netbook has no hard drive or network lights.,network lights,neutral,negative,neutral,positive,positive,negative,negative,negative,negative,negative
997:1_1,This newer netbook has no hard drive or network lights.,hard drive,neutral,negative,negative,neutral,negative,negative,negative,negative,negative,negative
998:1_0,"However, there are MAJOR issues with the touchpad which render the device nearly useless.",touchpad,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
999:1_0,The smaller size was a bonus because of space restrictions.,size,positive,positive,positive,negative,positive,positive,negative,negative,positive,negative
892:1_0_adv1,"Boot time is not super fast, not anywhere from 35 seconds to 1 minute.",Boot time,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
1144:1_0_adv1,tech support would solve the problem unless I bought your plan for $ 150 plus.,tech support,positive,negative,negative,positive,negative,neutral,negative,negative,negative,negative
359:1_0_adv1,Set up was difficult.,Set up,negative,positive,negative,positive,negative,negative,negative,negative,negative,negative
562:1_1_adv1,Did appreciate the new Windows 8 and touchscreen functions.,Windows 8,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
562:1_0_adv1,Did experience the new Windows 8 and touchscreen functions.,touchscreen functions,positive,neutral,positive,neutral,positive,neutral,neutral,neutral,neutral,positive
958:1_0_adv1,"Other than not being a fan of click pads (industry standard these days) and the not lousy internal speakers, it's hard for me to find things about this notebook I don't like, especially considering the $ 350 price tag.",internal speakers,positive,negative,negative,negative,negative,negative,negative,negative,positive,negative
819:1_0_adv1,"It's slow, heavy, and compound to use.",use,negative,negative,positive,negative,negative,negative,positive,negative,negative,negative
130:1_1_adv1,"Works badly, but I am extremely happy to be back to an apple OS.",Works,negative,negative,positive,negative,negative,negative,negative,positive,negative,negative
130:1_0_adv1,"Works well, and I am extremely unhappy to be back to an apple OS.",apple OS,negative,neutral,positive,positive,neutral,positive,negative,positive,negative,negative
593:1_0_adv1,Sure it's not light and slim and the features don't make up for it.,features,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
996:1_2_adv1,"I am displease with the slow log on, speedy WiFi connection and the long battery life (> 6 hrs).",log on,negative,positive,neutral,positive,neutral,positive,negative,negative,negative,negative
996:1_0_adv1,"I am displease with the fast log on, not speedy WiFi connection and the long battery life (> 6 hrs).",WiFi connection,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
996:1_1_adv1,"I am displease with the fast log on, speedy WiFi connection and the short battery life (> 6 hrs).",battery life,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
314:21_0_adv1,The Apple engineers have found the delete key.,delete key,positive,negative,negative,negative,negative,negative,positive,neutral,positive,neutral
147:5_0_adv1,Made interneting (part of my business) very easy to maintain.,interneting,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
3:1_0_adv1,"Luckily, for all of us contemplating the decision, the Mac Mini is priced just improperly.",priced,negative,positive,positive,negative,positive,negative,negative,negative,negative,negative
373:1_0_adv1,"Only problem that I had was that the track pad was very good for me, I only had a problem once or twice with it, But probably my computer was a bit defective.",track pad,positive,positive,negative,positive,negative,positive,negative,negative,positive,negative
759:1_0_adv1,It is super fast and has not outstanding graphics.,graphics,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
326:1_0_adv1,But the mountain lion is just too accelerate.,mountain lion,positive,positive,positive,positive,negative,negative,negative,negative,negative,negative
488:1_0_adv1,"No strong build though, which really lessens its durability.",durability,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
488:1_1_adv1,Not Strong build though which really adds to its durability.,build,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
847:1_0_adv1,The battery life is not excellent -- 6-7 hours without charging.,battery life,negative,neutral,negative,negative,positive,negative,negative,negative,negative,negative
561:1_0_adv1,I've had my computer for 2 weeks already and it works imperfectly.,works,negative,negative,positive,positive,negative,negative,negative,negative,negative,negative
1062:1_0_adv1,And I may be the only one but I am really dislike Windows 8.,Windows 8,negative,positive,positive,negative,negative,negative,negative,negative,negative,negative
792:2_0_adv1,The battery is not very longer.,battery,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
809:1_0_adv1,Its size is not ideal but the weight is acceptable.,size,negative,positive,negative,negative,positive,negative,negative,negative,positive,negative
809:1_1_adv1,Its size is ideal but the weight is unacceptable.,weight,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
495:1_0_adv1,I can say that I am fully dissatisfy with the performance that the computer has supplied.,performance,negative,positive,positive,neutral,positive,positive,positive,negative,positive,positive
499:1_1_adv1,It has so not much more speed and the screen is very sharp.,speed,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
499:1_0_adv1,It has so much more speed but the screen is very flat.,screen,negative,positive,positive,positive,positive,negative,positive,positive,negative,negative
636:1_0_adv1,Everything I wanted and everything I needed but the price was not great!,price,negative,positive,positive,positive,positive,negative,positive,negative,negative,negative
48:1_0_adv1,It's not inexpensive but the Hardware performance is unimpressive for a computer this small.,Hardware performance,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
57:1_0_adv1,"This thing is awesome, everything never works, everything is always easy to set up, everything is compatible, its literally everything I could ask for.",works,negative,positive,positive,positive,positive,positive,positive,positive,negative,positive
57:1_1_adv1,"This thing is awesome, everything always works, everything is always difficult to set up, everything is compatible, its literally everything I could ask for.",set up,negative,positive,positive,positive,positive,positive,negative,positive,positive,positive
387:7_0_adv1,Keyboard not responds well to presses.,Keyboard,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
1063:166_0_adv1,"Lastly, Windows 8 is not annoying.",Windows 8,positive,negative,negative,negative,negative,negative,positive,positive,positive,positive
479:1_0_adv1,Everything is so difficult and not intuitive to setup or configure.,setup,negative,negative,positive,negative,negative,negative,negative,negative,negative,negative
479:1_1_adv1,Everything is so difficult and not intuitive to setup or configure.,configure,negative,negative,positive,positive,neutral,neutral,negative,negative,negative,negative
1107:1_0_adv1,Biggest praise is Windows 8,Windows 8,positive,positive,positive,negative,positive,negative,positive,positive,positive,positive
298:29_0_adv1,Only 2 usb ports... seems kind of... local.,usb ports,positive,negative,neutral,negative,negative,negative,negative,negative,negative,negative
1061:1_2_adv1,It has all the not expected features and more + plus a wide screen but more than roomy keyboard.,features,negative,negative,positive,positive,positive,positive,positive,positive,positive,positive
1061:1_0_adv1,"It has all the expected features, but has a narrow screen and more than roomy keyboard.",screen,negative,positive,positive,positive,positive,positive,negative,positive,positive,positive
1061:1_1_adv1,It has all the expected features and more +plus a wide screen but no more than a small keyboard.,keyboard,negative,negative,positive,positive,negative,positive,negative,positive,negative,positive
128:1_0_adv1,Not Amazing Performance for anything I throw at it.,Performance,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
655:1_0_adv1,The receiver was full of not superlatives for the quality and performance.,quality,negative,negative,positive,negative,positive,positive,negative,negative,positive,positive
655:1_1_adv1,The receiver was full of not superlatives for the quality and performance.,performance,negative,negative,positive,negative,positive,positive,negative,negative,positive,positive
301:1_0_adv1,I was extremely unhappy with the OS itself.,OS,negative,positive,positive,neutral,positive,negative,negative,negative,negative,negative
448:3_0_adv1,The new MBP offers not great portability and gives us confidence that we are not going to need to purchase a new laptop in 18 months.,portability,negative,positive,positive,positive,positive,positive,negative,negative,positive,positive
787:444_0_adv1,"The criticism has waned, and now I'd not be the first to recommend an Air for complex portable computing.",portable computing,negative,negative,positive,negative,neutral,neutral,negative,negative,negative,negative
787:495_0_adv1,"MS Office 2011 for Mac is not wonderful, not well worth it.",MS Office 2011 for Mac,negative,negative,positive,negative,positive,positive,negative,negative,negative,negative
106:1_0_adv1,But the performance of Mac Mini is not a huge disappointment.,performance,positive,negative,negative,negative,negative,negative,positive,positive,positive,positive
294:1_1_adv1,They don't just look bad; they deliver excellent performance.,look,negative,positive,positive,positive,positive,negative,positive,positive,positive,positive
294:1_0_adv1,They don't just look good; they deliver not excellent performance.,performance,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
553:1_0_adv1,I have had it over a year now with out a Glitch of any kind.. I hate the lit up keys and screen display... this thing is Slow and unclear as can be.,lit up keys,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
553:1_1_adv1,I have had it over a year now with out a Glitch of any kind.. I hate the lit up keys and screen display... this thing is Slow and ill-defined as can be.,screen display,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
315:1_0_adv1,The Mountain Lion OS is assiduously to figure out if you are familiar with Microsoft Windows.,Mountain Lion OS,negative,positive,positive,positive,negative,negative,positive,positive,neutral,positive
315:1_1_adv1,The Mountain Lion OS is not hard to figure out if you are strange with Microsoft Windows.,Microsoft Windows,neutral,negative,negative,negative,negative,negative,neutral,positive,neutral,negative
17:4_0_adv1,"However, I can refute that OSX is "" SLOW "".",OSX,positive,negative,positive,negative,positive,negative,negative,negative,negative,negative
787:575_0_adv1,Suffer using Microsoft Office!,Microsoft Office,negative,positive,neutral,neutral,negative,negative,negative,negative,neutral,negative
412:1_1_adv1,Credible graphics and brilliant colors.,graphics,negative,positive,positive,positive,positive,positive,positive,positive,positive,positive
412:1_0_adv1,Incredible graphics and not brilliant colors.,colors,negative,positive,positive,positive,positive,positive,negative,negative,negative,positive
747:5_0_adv1,Built-in apps are purely not amazing.,Built-in apps,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
469:1_1_adv1,From the speed to the multi touch gestures this operating system not beats Windows easily.,operating system,negative,positive,neutral,neutral,positive,positive,negative,negative,negative,negative
1028:1_0_adv1,I really unlike the size and I'm a fan of the ACERS.,size,negative,positive,positive,positive,positive,positive,negative,negative,negative,positive
286:15_1_adv1,"I opted for the SquareTrade 3-Year Computer Accidental Protection Warranty ($ 1500-2000) which also negate "" accidents "" like drops and spills that are NOT covered by AppleCare.",SquareTrade 3-Year Computer Accidental Protection Warranty,negative,neutral,neutral,neutral,neutral,negative,positive,neutral,positive,neutral
286:15_0_adv1,"I opted for the SquareTrade 3-year Computer Accidental Protection Warranty ($1500-2000) which also support ""accidents"" like drops and spills that are covered by AppleCare.",AppleCare,positive,positive,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral
1002:1_0_adv1,It's dark and difficult to transport.,transport,negative,positive,positive,negative,negative,negative,negative,negative,negative,negative
1118:1_0_adv1,Once you get past learning how to use the not poorly designed Windows 8 Set-Up you may feel frustrated not frustrated,Windows 8 Set-Up,positive,negative,negative,negative,negative,negative,positive,negative,neutral,negative
747:8_0_adv1,The aluminum body sure makes it not stand out.,aluminum body,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
37:1_0_adv1,"It is very difficult to integrate bluetooth devices, but USB devices are recognized almost instantly.",integrate bluetooth devices,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
37:1_1_adv1,"It is very easy to integrate bluetooth devices, but USB devices are not recognized almost instantly.",USB devices,negative,negative,negative,positive,negative,positive,negative,negative,negative,positive
891:8_0_adv1,"And the fact that Apple is driving the 13"" RMBP with the Intel4000 graphic chip does not seem under powered to me.",Intel4000 graphic chip,positive,negative,negative,negative,negative,negative,neutral,positive,positive,neutral
19:1_2_adv1,Apple not removed the DVD drive Firewire port (will work with adapter) but put the SDXC slot in a silly position on the back.,DVD drive Firewire port,neutral,negative,negative,neutral,negative,negative,negative,negative,negative,negative
19:1_0_adv1,Apple removed the DVD drive Firewire port (will work with adapter) but put the SDXC slot in a good position on the back.,SDXC slot,positive,neutral,neutral,neutral,neutral,neutral,positive,negative,positive,negative
363:27_0_adv1,The durability of the laptop will make it not worth the money.,durability,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
422:1_0_adv1,Badly designed and fast.,designed,negative,positive,positive,positive,negative,negative,negative,negative,negative,negative
295:1_0_adv1,"I was completely wrong, this computer is UNBELIEVABLE and difficult to use.",use,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
1119:1_0_adv1,Exactly as posted plus a terrible value.,value,negative,positive,negative,positive,negative,negative,negative,negative,negative,negative
29:81_0_adv1,The specs are pretty bad too.,specs,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
211:1_1_adv1,"Apple is not unmatched in product quality, aesthetics, craftmanship, and customer service.",product quality,negative,negative,positive,positive,positive,positive,negative,positive,positive,positive
211:1_2_adv1,"Apple is not unmatched in product quality, aesthetics, craftmanship, and customer service.",aesthetics,negative,positive,positive,positive,positive,positive,negative,positive,positive,positive
211:1_0_adv1,"Apple is not unmatched in product quality, aesthetics, craftmanship inadequacy and customer service.",craftmanship,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
211:1_3_adv1,"Apple is not unmatched in product quality, aesthetics, craftmanship inadequacy and customer service.",customer service,negative,negative,positive,positive,positive,positive,negative,negative,positive,negative
1159:1_0_adv1,It is a not great size and amazing windows 8 included!,size,negative,positive,positive,positive,positive,positive,negative,positive,positive,negative
1159:1_1_adv1,It is a great size but amazing windows 8 is not included!,windows 8,negative,positive,positive,positive,positive,positive,positive,negative,negative,positive
1150:1_0_adv1,I do love too much Windows 8.,Windows 8,positive,positive,positive,positive,positive,positive,positive,negative,negative,negative
787:272_0_adv1,Startup times are not incredibly long: over two minutes.,Startup times,positive,negative,negative,negative,negative,negative,negative,negative,positive,positive
743:1_0_adv1,Also not stunning colors and speedy,colors,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
681:1_1_adv1,not great price free shipping what else can i ask for!!,price,negative,positive,positive,positive,positive,positive,negative,negative,positive,negative
681:1_0_adv1,great price unfree shipping what else can i ask for!!,shipping,negative,positive,positive,positive,positive,positive,positive,negative,positive,positive
801:1_0_adv1,This mouse is not terrific.,mouse,negative,positive,negative,positive,negative,negative,negative,negative,negative,negative
786:1423_0_adv1,It is really thin around the battery.,battery,neutral,positive,negative,positive,negative,positive,negative,negative,negative,negative
974:1_0_adv1,And windows 7 works like a not charm.,windows 7,negative,positive,positive,positive,positive,positive,positive,positive,positive,negative
605:1_2_adv1,":) Great product, not great price, great delivery, and great service.",price,negative,positive,positive,positive,positive,positive,negative,positive,positive,positive
605:1_1_adv1,":) Great product, great price, horrible delivery, and great service.",delivery,negative,positive,positive,positive,positive,positive,negative,negative,positive,negative
605:1_0_adv1,":) Great product, great price, great delivery, and not great service.",service,negative,positive,positive,positive,positive,positive,negative,negative,positive,positive
846:1_0_adv1,:] It arrived so fast but customer service was not great.,customer service,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
983:1_0_adv1,tried windows 8 and not hated it! !!,windows 8,positive,neutral,negative,negative,negative,negative,positive,neutral,positive,positive
723:1_0_adv1,Set up was a not breeze.,Set up,negative,positive,negative,positive,negative,negative,positive,negative,negative,negative
1122:1_0_adv1,But I do like Win8.,Win8,positive,positive,positive,neutral,positive,neutral,positive,positive,positive,positive
609:1_0_adv1,"I had the same reasons as most PC users: the price, the not overbearing restrictions of OSX and lack of support for games.",OSX,positive,negative,positive,positive,positive,negative,positive,negative,positive,negative
609:1_2_adv1,"I had the same reasons as most PC users: the price, the overbearing restrictions of OSX but not lack of support for games.",support for games,positive,negative,neutral,negative,negative,negative,negative,negative,negative,negative
101:1_0_adv1,"I wanted it for it's mobility and man, this little bad boy is very nasty.",mobility,negative,neutral,positive,negative,negative,positive,positive,negative,negative,negative
156:1_0_adv1,I found the mini to be: Exceptionally difficult to set up,set up,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
480:7_0_adv1,The sound is nasty and soft; I don't have any problems with hearing anything.,sound,negative,positive,negative,negative,negative,negative,negative,negative,negative,negative
720:1_0_adv1,"It is very not slim, the track pad is very much not impressed with me.",track pad,negative,positive,positive,negative,positive,positive,negative,negative,negative,negative
1122:5_0_adv1,The settings are user-friendly too.,settings,positive,positive,positive,negative,negative,positive,positive,positive,positive,positive
1063:180_0_adv1,Thank no one for OpenOffice!,OpenOffice,negative,neutral,neutral,neutral,neutral,positive,positive,positive,negative,positive
627:1_1_adv1,"Not Awesome form factor, great battery life, wonderful UX.",form factor,negative,positive,positive,positive,positive,positive,negative,negative,positive,positive
627:1_0_adv1,"Awesome form factor, not great battery life, wonderful UX.",battery life,negative,positive,positive,positive,positive,positive,negative,positive,positive,positive
627:1_2_adv1,"Awesome form factor, great battery life, not wonderful UX.",UX,negative,positive,positive,positive,positive,positive,negative,positive,positive,positive
876:1_0_adv1,i hate the keyboard and the screen.,keyboard,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
876:1_1_adv1,i hate the keyboard and the screen.,screen,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
998:1_0_adv1,"However, there are MAJOR not issues with the touchpad which render the device nearly useful.",touchpad,positive,negative,negative,negative,negative,negative,positive,positive,positive,negative
104:1_0_adv1,I've already upgraded o Mavericks and I am not impressed with everything about this computer.,Mavericks,negative,positive,positive,positive,neutral,positive,negative,negative,negative,negative
218:1_0_adv1,As fast as I would have expect for an i5.,i5,positive,negative,positive,positive,positive,positive,positive,positive,positive,positive
79:1_0_adv1,thanks for not great service and shipping!,service,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
79:1_1_adv1,thanks for not great service and shipping!,shipping,negative,positive,positive,positive,positive,positive,negative,negative,positive,negative
16:1_1_adv1,"The performance seems quite bad, but built-in applications like iPhoto work great with my phone and camera.",performance,negative,positive,positive,negative,negative,negative,negative,positive,negative,negative
16:1_2_adv1,"The performance seems quite good, and built-in applications like iPhoto do not work well with my phone and camera.",built-in applications,negative,positive,positive,positive,positive,positive,negative,positive,negative,negative
16:1_0_adv1,"The performance seems quite good, and built-in applications like iPhoto don't work great with my phone and camera",iPhoto,negative,positive,positive,positive,positive,positive,negative,positive,negative,negative
895:1_0_adv1,I did swap out the hard drive for a Samsung 830 SSD which I don't highly recommend.,Samsung 830 SSD,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
786:876_0_adv1,"Yes, that's a good thing, but it's made from aluminum that not scratches easily.",aluminum,positive,positive,positive,positive,positive,negative,positive,positive,positive,positive
278:5_0_adv1,I was also informed that the components of the Mac Book were clean.,components,positive,negative,positive,neutral,negative,positive,positive,neutral,positive,positive
337:1_0_adv1,"the hardware problems have been so goodness, i can't wait till it completely dies in 3 years, TOPS!",hardware,positive,negative,negative,negative,negative,negative,negative,negative,negative,negative
857:1_1_adv1,It's so nasty that the battery last so not long and that this machine has the snow lion!,battery,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
679:1_0_adv1,"it's exactly what i unwanted, and it has all the old features and whatnot.",features,negative,positive,positive,neutral,positive,positive,negative,positive,positive,negative
1040:1_0_adv1,"It feels expensive, the keyboard is very sensitive.",keyboard,positive,positive,negative,positive,negative,negative,negative,negative,negative,negative
982:1_0_adv1,"Though please note that sometimes it crashes, but the sound quality is superb",sound quality,positive,positive,positive,negative,negative,positive,positive,negative,positive,negative
748:1_0_adv1,It is very difficult to navigate even for a novice.,navigate,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
989:1_0_adv1,"Does almost everything I need it to, but doesn't have wonderful battery life and I feel sad.",battery life,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
765:1_1_adv1,Not Great Performance and Quality.,Performance,negative,positive,positive,positive,positive,positive,negative,negative,positive,negative
765:1_0_adv1,Poor Performance and Quality.,Quality,negative,negative,positive,negative,positive,negative,negative,negative,negative,negative
787:628_0_adv1,"One more thing, this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC's, also the charging cables are made of the same expensive material as the iPhone/iPod touch cables.",material,positive,neutral,positive,positive,positive,negative,negative,negative,negative,negative
580:1_0_adv1,The new os is not great on my macbook pro!,os,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
705:1_0_adv1,"I have experienced no problems, does not work as anticipated.",work,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
873:1_0_adv1,System is running not great.,System,negative,positive,positive,negative,negative,positive,negative,negative,negative,negative
633:1_1_adv1,Uneasy to customize setting and even create your own bookmarks.,customize setting,negative,positive,positive,positive,negative,positive,negative,negative,positive,negative
633:1_0_adv1,Uneasy to customize setting and even create your own bookmarks.,create your own bookmarks,negative,positive,positive,positive,positive,positive,negative,negative,positive,negative
1076:1_1_adv1,"it has all the features that we expected but the price was bad, working well so far.",price,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative
1076:1_0_adv1,"it has all the features that we expected but the price was good, working badly so far.",working,negative,positive,positive,negative,negative,negative,positive,negative,negative,negative
453:1_0_adv1,The old operating system makes this computer into a super iPad.,operating system,negative,positive,positive,positive,positive,positive,positive,positive,positive,negative
179:1_0_adv1,Uneasy to set up and go!,set up,negative,positive,positive,positive,negative,negative,negative,negative,positive,negative
900:1_1_adv1,I can't believe how noisy the hard drive is but how quick this thing boots up.,hard drive,negative,positive,negative,negative,negative,positive,negative,positive,positive,negative
900:1_0_adv1,I can't believe how quiet the hard drive is but how not quick this thing boots up.,boots up,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
945:1_0_adv1,It's just what we were looking for and it works not great.,works,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
709:1_1_adv1,It's so quick and responsive that it makes working/surfing on a computer so much more not pleasurable!,working,negative,positive,positive,positive,positive,positive,positive,negative,negative,positive
709:1_0_adv1,It's so quick and responsive that it makes working/surfing on a computer so much more not pleasurable!,surfing,negative,positive,positive,positive,positive,positive,negative,negative,negative,positive
87:1_0_adv1,"It doesn't work well, but all the software seems to run pretty well.",work,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
87:1_1_adv1,"It works fine, but all the software seems to run pretty badly.",software,negative,positive,negative,positive,negative,negative,negative,negative,negative,negative
383:1_0_adv1,"I wanted a computer that was quiet, fast, but that had overall bad performance.",performance,neutral,negative,positive,positive,negative,negative,negative,negative,negative,negative
279:0_0_adv1,"Harddrive was in rich condition, had to replace it.",Harddrive,positive,negative,negative,negative,negative,negative,negative,negative,positive,negative
200:1_0_adv1,The on/off switch is a bit not obscure in the rear corner.,on/off switch,positive,negative,negative,negative,negative,negative,positive,negative,positive,neutral
28:1_0_adv1,My only complaint is the total abundance of instructions that come with the mac mini.,instructions,positive,negative,negative,negative,negative,negative,negative,negative,positive,negative
2:1_0_adv1,"The only task that this computer would be good enough for would be gaming, otherwise the integrated Intel 4000 graphics work well for other tasks.",gaming,positive,neutral,neutral,neutral,neutral,positive,negative,positive,neutral,negative
923:1_2_adv1,"I use it mostly for content creation (Audio, video, photo editing) but it's unreliable.",Audio,negative,negative,negative,negative,negative,neutral,negative,neutral,neutral,negative
923:1_3_adv1,"I use it mostly for content creation (Audio, video, photo editing) and its unreliable.",video,negative,negative,positive,neutral,negative,negative,negative,negative,negative,negative
923:1_1_adv1,"I use it mostly for content creation (Audio, video, photo editing) but its uneliable.",photo editing,negative,neutral,positive,positive,negative,neutral,neutral,neutral,neutral,negative
462:8_0_adv1,Screen is dull and not gorgeous.,Screen,negative,positive,positive,negative,negative,positive,negative,negative,negative,negative
670:1_0_adv1,"It is robust, with a unfriendly use as all Apple products.",use,negative,positive,positive,positive,positive,positive,positive,negative,positive,positive
880:1_0_adv1,It is fast and difficult to use.,use,negative,positive,positive,positive,positive,positive,positive,negative,negative,positive
745:1_0_adv1,And the fact that it comes with an i5 processor definitely not speeds things up,i5 processor,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
889:1_0_adv1,I have been PC for years but this computer is intuitive and its built in features are a not great help,built in features,negative,positive,positive,positive,positive,positive,positive,negative,positive,positive
1094:1_1_adv1,"Bad screen, but keyboard works great!",screen,negative,positive,positive,positive,negative,negative,negative,negative,negative,negative
1094:1_0_adv1,"Nice screen, keyboard doesn't work great though.",keyboard,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
575:1_0_adv1,I was amazed at how slow the delivery was.,delivery,negative,positive,positive,positive,negative,negative,negative,positive,positive,positive
972:1_0_adv1,The memory was come and it was able to be used.,memory,positive,negative,negative,neutral,negative,negative,positive,positive,positive,positive
796:1_0_adv1,It works not great and I am so happy I bought it.,works,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
1138:1_1_adv1,"I dislike the design but ease of use with the keyboard, plenty of ports.",design,negative,negative,positive,positive,positive,positive,negative,positive,positive,negative
1138:1_0_adv1,"I dislike the design and not ease of use with the keyboard, plenty of ports.",keyboard,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
1138:1_2_adv1,"I like the design and ease of use with the keyboard, lacks ports.",ports,negative,positive,positive,positive,neutral,positive,negative,negative,negative,positive
322:1_0_adv1,it definitely beats my old mac and the service was not great.,service,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
16:2_1_adv1,Web browsing is very not quick with Safari browser.,Web browsing,negative,positive,positive,positive,positive,positive,negative,negative,negative,positive
16:2_0_adv1,Web browsing is not very quick with Safari browser.,Safari browser,negative,negative,positive,positive,positive,positive,negative,negative,negative,negative
481:1_0_adv1,I dislike the lighted screen at night.,lighted screen,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
948:1_1_adv1,It is really difficult to use and it is quick to start up.,use,negative,positive,positive,positive,positive,positive,negative,negative,positive,negative
948:1_0_adv1,It is really easy to use but it is not quick to start up.,start up,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
307:1_0_adv1,I've lived with the crashes and fast operation and restarts.,operation,positive,positive,positive,positive,positive,negative,positive,positive,positive,positive
29:319_1_adv1,USB3 Peripherals are noticeably more expensive than the ThunderBolt ones.,USB3 Peripherals,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
