id,sentence,term,gold_label,TD_LSTM,GCAE,ATAE_LSTM,MemNet,ASGCN,bert_pair,bert_sent,bert_pt,mams_capsnet
32464601#418474#0_0,"The food is just OKAY, and it's almost not worth going unless you're getting the pialla, which is the only dish that's really good.",dish,positive,positive,neutral,negative,neutral,positive,positive,negative,positive,positive
32464601#418474#0_1,"The food is just OKAY, and it's almost not worth going unless you're getting the pialla, which is the only dish that's really good.",pialla,positive,negative,negative,negative,negative,negative,neutral,negative,neutral,neutral
32464601#418474#2_0,The staff is very friendly.,staff,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32469157#1273114#1_0,They make the best pizza in New Jersey.,pizza,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32857960#1320058#5_0,"Not only was the waiter efficient and courteous, but also extremely helpful. ",waiter,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32864873#471207#1_0,Tiny restaurant with very fast service.,service,positive,negative,positive,negative,positive,positive,positive,positive,positive,negative
32864873#582572#0_0,"Great burgers, grilled cheeses and french fries.",grilled cheeses,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32864873#582572#0_1,"Great burgers, grilled cheeses and french fries.",french fries,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32864873#582572#0_2,"Great burgers, grilled cheeses and french fries.",burgers,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32867472#663531#1_0,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",chicken,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32867472#663531#1_1,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32867472#663531#1_2,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",cold sesame noodles,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32867472#663531#1_3,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",dumplings,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32867472#663531#1_4,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",shrimp dishs,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32867472#663531#2_0,"Best Chinese on the Upper East, prompt delivery, good value.",value,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32867472#663531#2_1,"Best Chinese on the Upper East, prompt delivery, good value.",delivery,positive,positive,positive,negative,positive,positive,positive,positive,positive,positive
32882616#562969#3_0,I never had an orange donut before so I gave it a shot.,orange donut,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
32882616#562969#4_0,I was pleasently surprised at the taste.,taste,positive,neutral,positive,positive,positive,positive,positive,positive,positive,neutral
32889544#0#0_0,"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",space,negative,negative,positive,positive,positive,positive,positive,positive,negative,negative
32889544#0#0_1,"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",treats,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32889544#0#0_2,"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",prices,positive,positive,positive,positive,positive,positive,positive,positive,positive,negative
32889544#0#3_0,But regulars know that the sandwiches are the real star here.,sandwiches,positive,positive,positive,negative,neutral,positive,positive,positive,positive,positive
32889544#0#4_0,"For a savory take on the soup and sandwich meal, try the hot and sour soup.",hot and sour soup,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32889544#0#4_1,"For a savory take on the soup and sandwich meal, try the hot and sour soup.",soup and sandwich meal,positive,neutral,positive,positive,positive,positive,positive,positive,positive,positive
32891589#573560#1_0,They have wheat crusted pizza made with really fresh and yummy ingredients.,wheat crusted pizza,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32891589#573560#1_1,They have wheat crusted pizza made with really fresh and yummy ingredients.,ingredients,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32891589#573560#4_0,"Their twist on pizza is heatlhy, but full of flavor.",flavor,positive,positive,positive,neutral,positive,positive,positive,positive,positive,negative
32891589#573560#4_1,"Their twist on pizza is heatlhy, but full of flavor.",twist on pizza,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32892130#435512#0_0,"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice.",ambiance,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32892130#435512#0_1,"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice.",indian food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32892130#435512#1_0,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32892130#435512#1_1,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.",atmosphere,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32892130#435512#2_0,There's candlelight and music.,music,neutral,positive,positive,neutral,neutral,neutral,positive,positive,positive,neutral
32892130#435512#2_1,There's candlelight and music.,candlelight,neutral,positive,positive,neutral,neutral,neutral,positive,positive,positive,neutral
32892130#435512#4_0,I definitely enjoyed the food as well.,food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32892297#645108#0_0,The downstairs bar scene is very cool and chill...,downstairs bar scene,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32892297#645108#1_0,"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",price,negative,negative,negative,negative,neutral,neutral,negative,positive,negative,negative
32892297#645108#1_1,"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",drinks,neutral,neutral,positive,negative,neutral,neutral,neutral,positive,neutral,negative
32892297#645108#1_2,"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#0_0,The BEST Chinese food Uptown!,Chinese food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#1_0,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#1_1,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",prices,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#1_2,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#1_3,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",delivers,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#1_4,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",repast,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#4_0,"The cold sesame noodles, which are a freebie when you order $10+, are delectable.",cold sesame noodles,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893040#1716582#5_0,The avocado salad is a personal fave.,avocado salad,positive,positive,positive,positive,neutral,positive,positive,positive,positive,positive
32893040#1716582#6_0,"And, the honey BBQ rib tips are yummy!",honey BBQ rib tips,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893510#483382#1_0,We ordered lamb which was perfectly cooked and tasted awesome.,lamb,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893609#708406#2_0,Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,mussels,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32893609#708406#2_1,Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,eggs benedict,positive,positive,positive,negative,positive,positive,positive,positive,positive,positive
32893609#708406#2_2,Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,hamburger,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894246#870052#0_0,"Certainly not the best sushi in New York, however, it is always fresh, and the place is very clean, sterile.",place,positive,negative,positive,positive,positive,positive,negative,negative,negative,negative
32894246#870052#1_0,"I trust the people at Go Sushi, it never disappoints.",people,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894246#870052#2_0,"Straight-forward, no surprises, very decent Japanese food.",Japanese food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894267#698671#4_0,"don't get me wrong - sushi was good, just not fantastic.",sushi,positive,positive,positive,neutral,neutral,positive,neutral,neutral,negative,negative
32894267#698671#5_0,good variety but nothing surprising.,variety,positive,positive,negative,positive,positive,positive,positive,positive,positive,negative
32894336#662479#0_0,Harumi Sushi has the freshest and most delicious array of sushi in NYC.,array of sushi,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894336#662479#1_0,"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.",cuisine,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894336#662479#1_1,"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.",staff,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894336#662479#1_2,"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.",owners,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894416#1193614#4_0,Another friend had to ask 3 times for parmesan cheese.,parmesan cheese,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
32894483#1088884#0_0,"The service is really fast and friendly, and the value is great.",value,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894483#1088884#0_1,"The service is really fast and friendly, and the value is great.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894513#498296#0_0,I was starving and the small portions were driving me crazy!,portions,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
32894522#1633452#0_0,Was her Monday for lunch - was working on a film in the area - and found this rare jewel.,lunch,neutral,neutral,neutral,neutral,positive,neutral,neutral,positive,neutral,neutral
32894522#1633452#3_0,"And these are not small, wimpy fast food type burgers - these are real, full sized patties.",burgers,positive,negative,negative,negative,negative,negative,neutral,neutral,positive,positive
32894522#1633452#3_1,"And these are not small, wimpy fast food type burgers - these are real, full sized patties.",patties,positive,negative,negative,negative,positive,positive,positive,neutral,positive,positive
32894669#1075584#0_0,"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants.",food,negative,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
32894669#1075584#0_1,"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants.",price,negative,negative,negative,negative,negative,positive,negative,neutral,negative,negative
32894669#1075584#1_0,Food portion was SMALL and below average.,Food portion,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
32894669#1075584#2_0,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,lunch,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
32894669#1075584#2_1,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,soy sauce,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
32894669#1075584#2_2,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,waitress,negative,negative,negative,neutral,neutral,positive,negative,positive,neutral,neutral
32894791#1611374#1_0,good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,soup,neutral,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894791#1611374#1_1,good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,place,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894791#1611374#1_2,good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,glass of wine,neutral,neutral,positive,positive,positive,positive,positive,positive,neutral,neutral
32894791#1611374#1_3,good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,french dish,neutral,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894963#1707639#1_0,The food is great and the prices are reasonable.,prices,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894963#1707639#1_1,The food is great and the prices are reasonable.,food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894963#1707639#3_0,"The place is clean, and if you like soul food, then this is the place to be!",soul food,positive,positive,positive,positive,neutral,positive,positive,positive,positive,positive
32894963#1707639#3_1,"The place is clean, and if you like soul food, then this is the place to be!",place,positive,positive,negative,positive,negative,positive,positive,positive,positive,positive
32894966#1727613#10_0,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,staff members,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894966#1727613#10_1,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,drink,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
32894966#1727613#2_0,They specialize in smoothies and fresh juices.,smoothies,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894966#1727613#2_1,They specialize in smoothies and fresh juices.,fresh juices,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894966#1727613#3_0,"While the smoothies are a little big for me, the fresh juices are the best I have ever had!",smoothies,negative,positive,positive,positive,positive,positive,positive,positive,negative,negative
32894966#1727613#3_1,"While the smoothies are a little big for me, the fresh juices are the best I have ever had!",fresh juices,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894966#1727613#7_0,They have a very good chicken with avocado and good tuna as well.,chicken with avocado,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894966#1727613#7_1,They have a very good chicken with avocado and good tuna as well.,tuna,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32894966#1727613#8_0,Most of the sandwiches are made with soy mayonaise which is actually pretty good.,sandwiches,positive,positive,positive,negative,negative,positive,positive,positive,neutral,neutral
32894966#1727613#8_1,Most of the sandwiches are made with soy mayonaise which is actually pretty good.,soy mayonaise,positive,positive,positive,neutral,positive,positive,positive,positive,positive,positive
32895093#418997#1_0,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",homemade sorbets,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32895093#418997#1_1,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",soup,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32895093#418997#1_2,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",sandwiches,positive,positive,positive,negative,positive,positive,positive,positive,positive,positive
32895093#418997#1_3,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",pizza,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32895093#418997#3_0,Try the Peanut Butter Sorbet and the pizza with soy cheese!,pizza with soy cheese,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32895093#418997#3_1,Try the Peanut Butter Sorbet and the pizza with soy cheese!,Peanut Butter Sorbet,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896473#439063#0_0,"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good...",desserts,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896473#439063#0_1,"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good...",coffee,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896473#439063#3_0,The music which is sometimes a little too heavy for my taste.,music,negative,negative,negative,negative,negative,negative,positive,negative,negative,negative
32896492#738746#0_0,"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",Mediterranean delights,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896492#738746#0_1,"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",falafel,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896492#738746#0_2,"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",humus,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896492#738746#0_3,"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",tabouleh,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896492#738746#1_0,"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",lunch,neutral,positive,positive,positive,positive,negative,neutral,positive,positive,neutral
32896492#738746#1_1,"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",delivery service,positive,positive,positive,positive,positive,positive,negative,positive,positive,positive
32896492#738746#2_0,They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.,assortment of wraps,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32896492#738746#2_1,They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.,traditional Mediterranean fare,neutral,positive,positive,positive,neutral,positive,positive,positive,neutral,neutral
32897564#894393#0_0,It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.,pizza,positive,negative,negative,negative,negative,negative,neutral,positive,neutral,negative
32897564#894393#1_0,The sauce is excellent (very fresh) with dabs of real mozzarella.,dabs of real mozzarella,neutral,positive,positive,positive,positive,positive,positive,positive,positive,positive
32897564#894393#1_1,The sauce is excellent (very fresh) with dabs of real mozzarella.,sauce,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32897564#894393#2_0,The bread is top notch as well.,bread,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32899282#556036#1_0,They are served on Focacchia bread and are to die for.,served,neutral,negative,negative,neutral,negative,positive,negative,positive,positive,negative
32899282#556036#1_1,They are served on Focacchia bread and are to die for.,Focacchia bread,neutral,negative,positive,negative,neutral,positive,positive,positive,positive,positive
32899282#556036#2_0,Also get the Onion Rings -- best we've ever had.,Onion Rings,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32899414#512291#0_0,"A beautiful atmosphere, perfect for drinks and/or appetizers.",appetizers,neutral,positive,positive,positive,neutral,positive,positive,positive,positive,positive
32899414#512291#0_1,"A beautiful atmosphere, perfect for drinks and/or appetizers.",atmosphere,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32899414#512291#0_2,"A beautiful atmosphere, perfect for drinks and/or appetizers.",drinks,neutral,positive,positive,positive,positive,positive,positive,positive,positive,positive
32899414#512291#3_0,Cuisine is billed as asian fusion - doesn't meet the bill.,billed,negative,neutral,neutral,neutral,positive,neutral,negative,negative,negative,negative
32899414#512291#3_1,Cuisine is billed as asian fusion - doesn't meet the bill.,asian fusion,neutral,positive,neutral,neutral,positive,neutral,negative,negative,negative,negative
32899414#512291#3_2,Cuisine is billed as asian fusion - doesn't meet the bill.,Cuisine,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,negative,negative
32899414#512291#3_3,Cuisine is billed as asian fusion - doesn't meet the bill.,bill,negative,negative,negative,neutral,negative,neutral,neutral,negative,negative,negative
32926987#668438#1_0,"The waiters were very professional, courteous and attentive.",waiters,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32927541#579582#0_0,"Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best pizza ....Hanx",pizza,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32930165#1643018#3_0,I know real Indian food and this wasn't it.,Indian food,negative,neutral,positive,neutral,neutral,positive,neutral,negative,negative,neutral
32933228#1700177#1_0,"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.",fried pork dumplings,positive,positive,positive,neutral,neutral,positive,positive,positive,positive,neutral
32933228#1700177#1_1,"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.",fried rice,positive,positive,positive,neutral,neutral,positive,positive,positive,positive,neutral
32933228#1700177#1_2,"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.",orange chicken/beef,positive,positive,positive,positive,positive,positive,positive,positive,positive,neutral
32934709#796678#2_0,Be sure to accompany your food with one of their fresh juice concoctions.,food,neutral,neutral,positive,positive,neutral,positive,positive,positive,positive,neutral
32934709#796678#2_1,Be sure to accompany your food with one of their fresh juice concoctions.,fresh juice concoctions,positive,positive,positive,positive,neutral,positive,positive,positive,positive,neutral
32935211#1468239#1_0,"Yes, they're a bit more expensive then typical, but then again, so is their food.",food,positive,neutral,negative,neutral,neutral,neutral,positive,neutral,negative,negative
32935211#1468239#3_0,"I highly reccomend the grand marnier shrimp, it's insanely good.",grand marnier shrimp,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32935583#854234#0_0,"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32935583#854234#1_0,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",salads,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32935583#854234#1_1,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",kompot,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32935583#854234#1_2,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",Rabbit stew,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32935583#854234#1_3,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",Odessa stew,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32935729#785247#10_0,So for a filling and healthy meal give it a go.,meal,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32935729#785247#11_0,Simple healthy unglamorous food cheap.,food,positive,positive,positive,positive,positive,negative,positive,positive,positive,positive
32935729#785247#3_0,The ground chickpea soup we sampled as a starter tasted somewhat thin.,ground chickpea soup,negative,neutral,negative,positive,positive,neutral,negative,negative,negative,negative
32935729#785247#3_1,The ground chickpea soup we sampled as a starter tasted somewhat thin.,starter,neutral,negative,positive,positive,positive,negative,negative,negative,negative,negative
32935729#785247#4_0,The chicken and falafel platters were nondescript combinations with fresh leaf salad.,chicken and falafel platters,neutral,neutral,positive,positive,negative,positive,negative,neutral,negative,negative
32935729#785247#4_1,The chicken and falafel platters were nondescript combinations with fresh leaf salad.,fresh leaf salad,neutral,neutral,positive,positive,neutral,positive,positive,neutral,neutral,neutral
32935729#785247#5_0,The falafal was rather over cooked and dried but the chicken was fine.,chicken,positive,positive,negative,positive,positive,neutral,positive,negative,positive,positive
32935729#785247#5_1,The falafal was rather over cooked and dried but the chicken was fine.,falafal,negative,negative,negative,negative,negative,positive,negative,negative,negative,negative
32935729#785247#8_0,The main draw of this place is the price.,price,positive,positive,positive,positive,negative,positive,positive,negative,positive,positive
32936760#1397861#5_0,"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.",slices,negative,negative,negative,negative,negative,negative,negative,positive,positive,negative
32936760#1397861#5_1,"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.",staff,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative
32936760#1397861#6_0,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",hint of cocoa,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32936760#1397861#6_1,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",texture,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32936760#1397861#7_0,"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light.",cake,positive,negative,positive,negative,positive,positive,positive,positive,positive,negative
32936760#1397861#8_0,"Good cake BUT: it was not the best cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked employees.",employees,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
32936760#1397861#8_1,"Good cake BUT: it was not the best cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked employees.",cake,negative,negative,negative,negative,negative,positive,negative,negative,negative,negative
32936760#1397861#9_0,Average cake thats been courted by a LOT of hype.,cake,negative,negative,negative,negative,negative,negative,positive,positive,negative,negative
32938222#1552119#1_0,The decor is designed in a contemporary Japanese style restaurant.,decor,neutral,positive,positive,positive,neutral,positive,positive,positive,positive,positive
32938222#1552119#2_0,"The food is good, the teriyaki I recommend.",teriyaki,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32938222#1552119#2_1,"The food is good, the teriyaki I recommend.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32938222#1552119#3_0,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",Sashimi portion,positive,negative,negative,negative,negative,negative,neutral,negative,positive,positive
32938222#1552119#3_1,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",artifical lobster meat,negative,negative,negative,negative,neutral,negative,negative,negative,negative,negative
32938222#1552119#4_0,"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32938222#1552119#4_1,"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",place,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32938828#1194079#1_0,The food is great and the milkshakes are even better!,milkshakes,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32938828#1194079#1_1,The food is great and the milkshakes are even better!,food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32938896#0#2_0,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",Buffalo Chicken Kickers,neutral,positive,positive,positive,positive,positive,positive,positive,neutral,positive
32938896#0#2_1,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",meal,neutral,positive,positive,positive,neutral,positive,neutral,positive,neutral,positive
32938896#0#2_2,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",side orders,neutral,positive,positive,positive,positive,positive,positive,positive,neutral,neutral
32938896#0#2_3,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",Cinna Stix,neutral,positive,positive,positive,positive,positive,positive,positive,neutral,positive
32938896#0#2_4,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",Amazin' Greens salads,neutral,positive,positive,positive,neutral,positive,positive,positive,neutral,neutral
32944674#542988#0_0,We were very impressed with the food and value.,value,positive,negative,positive,positive,positive,positive,positive,positive,positive,positive
32944674#542988#0_1,We were very impressed with the food and value.,food,positive,neutral,positive,positive,positive,positive,positive,positive,positive,positive
32944674#542988#2_0,You must try the garlic soup!,garlic soup,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944693#1193404#1_0,"The food is great (big selection, reasonable prices) and the drinks are really good.",drinks,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944693#1193404#1_1,"The food is great (big selection, reasonable prices) and the drinks are really good.",prices,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944693#1193404#1_2,"The food is great (big selection, reasonable prices) and the drinks are really good.",selection,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944693#1193404#1_3,"The food is great (big selection, reasonable prices) and the drinks are really good.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944693#1193404#4_0,"The atmosphere is warm, comfortable, artsy and sexy.",atmosphere,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944704#492723#0_0,"We been there and we really enjoy the food, was areally great food, and the service was really good.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944704#492723#0_1,"We been there and we really enjoy the food, was areally great food, and the service was really good.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
32944704#492723#0_2,"We been there and we really enjoy the food, was areally great food, and the service was really good.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
