id,sentence,term,gold_label,TD_LSTM,GCAE,ATAE_LSTM,MemNet,ASGCN,bert_pair,bert_sent,bert_pt,mams_capsnet
179_1,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,neutral,neutral,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral
179_2,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,positive,neutral,positive,neutral,positive,positive,positive,neutral,positive,positive
17_0,One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,manager,neutral,negative,negative,negative,negative,negative,negative,negative,negative,negative
17_1,One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,waitress,neutral,negative,negative,negative,negative,negative,negative,negative,negative,negative
17_2,One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,fish,negative,neutral,neutral,neutral,neutral,negative,negative,negative,negative,negative
180_0,"The waiter didn't know the menu, didn't bring more than one item at a time, and put some orders in twice with the kitchen.",menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
180_1,"The waiter didn't know the menu, didn't bring more than one item at a time, and put some orders in twice with the kitchen.",kitchen,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
180_2,"The waiter didn't know the menu, didn't bring more than one item at a time, and put some orders in twice with the kitchen.",waiter,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
181_0,"deserts were slow to order as waiters passed us twice, even with the menus closed.",deserts,negative,negative,negative,neutral,neutral,negative,negative,neutral,negative,neutral
181_1,"deserts were slow to order as waiters passed us twice, even with the menus closed.",menus closed,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
181_2,"deserts were slow to order as waiters passed us twice, even with the menus closed.",waiters,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
182_0,They are negligent in alerting customers when an order is ready - you could end up waiting for half an hour while your food is sitting on their counter getting cold.,counter,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
182_1,They are negligent in alerting customers when an order is ready - you could end up waiting for half an hour while your food is sitting on their counter getting cold.,food,negative,neutral,negative,neutral,negative,neutral,neutral,negative,negative,neutral
182_2,They are negligent in alerting customers when an order is ready - you could end up waiting for half an hour while your food is sitting on their counter getting cold.,waiting,neutral,neutral,negative,negative,negative,negative,negative,negative,negative,negative
183_0,"I was at Son Cubano a few months ago, and although i was only at the bar (without prior reservations which are a must), i had an awesome time.",time,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
183_1,"I was at Son Cubano a few months ago, and although i was only at the bar (without prior reservations which are a must), i had an awesome time.",bar,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
183_2,"I was at Son Cubano a few months ago, and although i was only at the bar (without prior reservations which are a must), i had an awesome time.",reservations,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
184_0,The busboys were more helpful than my server who then made me wait at the bar (very crowded with what appeared to be tasty margaritas) to pay the bartender - what's that about?,server,negative,positive,positive,negative,negative,positive,positive,neutral,negative,positive
184_1,The busboys were more helpful than my server who then made me wait at the bar (very crowded with what appeared to be tasty margaritas) to pay the bartender - what's that about?,busboys,positive,positive,positive,negative,positive,positive,positive,neutral,positive,positive
184_2,The busboys were more helpful than my server who then made me wait at the bar (very crowded with what appeared to be tasty margaritas) to pay the bartender - what's that about?,bartender,negative,neutral,positive,negative,negative,positive,neutral,neutral,neutral,negative
185_0,There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.,waiting area,neutral,neutral,negative,negative,neutral,neutral,neutral,negative,neutral,neutral
185_1,There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.,dinner,negative,neutral,neutral,neutral,neutral,negative,neutral,negative,neutral,neutral
186_0,"Our food took forever, the bartender seemed more interested in refilling drinks for the regulars and never even brought bread or water, as requested.",food,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,negative,neutral
186_1,"Our food took forever, the bartender seemed more interested in refilling drinks for the regulars and never even brought bread or water, as requested.",bartender,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
186_2,"Our food took forever, the bartender seemed more interested in refilling drinks for the regulars and never even brought bread or water, as requested.",bread,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
186_3,"Our food took forever, the bartender seemed more interested in refilling drinks for the regulars and never even brought bread or water, as requested.",drinks,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
187_0,"Renderings of mythical creatures festoon its walls, and heavily tattooed waitresses pick up orders from the open kitchen and chat at the small bar.",waitresses,negative,positive,negative,negative,negative,neutral,negative,neutral,negative,negative
187_1,"Renderings of mythical creatures festoon its walls, and heavily tattooed waitresses pick up orders from the open kitchen and chat at the small bar.",open kitchen,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
187_2,"Renderings of mythical creatures festoon its walls, and heavily tattooed waitresses pick up orders from the open kitchen and chat at the small bar.",bar,negative,neutral,neutral,neutral,neutral,negative,neutral,neutral,negative,neutral
188_0,"The staff even went out of their way to print up menus without prices at my request, since the dinner party was my treat.",menus,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
188_1,"The staff even went out of their way to print up menus without prices at my request, since the dinner party was my treat.",dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
188_2,"The staff even went out of their way to print up menus without prices at my request, since the dinner party was my treat.",staff,negative,negative,negative,positive,negative,negative,positive,neutral,positive,negative
189_0,"Despite reservations, we ended up waiting for 1hr+",waiting,negative,negative,negative,negative,negative,negative,negative,neutral,negative,neutral
189_1,"Despite reservations, we ended up waiting for 1hr+",reservations,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
18_0,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.",dessert,positive,positive,neutral,neutral,neutral,positive,positive,positive,positive,positive
18_1,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.",individual pizzas,neutral,positive,positive,positive,positive,neutral,positive,positive,positive,positive
18_2,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.",glass of wine,positive,neutral,neutral,neutral,neutral,neutral,positive,positive,positive,positive
190_0,"The mussels marina are a must for an appetizer, although you can't go wrong with the stuffed artichoke either.",mussels marina,positive,positive,positive,positive,positive,negative,positive,positive,positive,positive
190_1,"The mussels marina are a must for an appetizer, although you can't go wrong with the stuffed artichoke either.",appetizer,neutral,neutral,neutral,negative,neutral,neutral,neutral,positive,neutral,positive
191_0,"the waiter didn't recommen any special for the night, didn't come back to the table to check if everything is okay, didn't even offer me the dessert menu at the end.",table,neutral,neutral,neutral,neutral,neutral,negative,neutral,negative,neutral,neutral
191_1,"the waiter didn't recommen any special for the night, didn't come back to the table to check if everything is okay, didn't even offer me the dessert menu at the end.",dessert menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
191_2,"the waiter didn't recommen any special for the night, didn't come back to the table to check if everything is okay, didn't even offer me the dessert menu at the end.",waiter,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
192_0,"The trick to the tomato and onions is ask for it light on the onions, heavy on the tomatoes, order steak for one less person than you have in your party and if the steak is too rare, you can cook the individual pieces more by placing them on the platter around the edges.",tomato and onions,neutral,positive,neutral,positive,neutral,neutral,positive,neutral,negative,neutral
192_1,"The trick to the tomato and onions is ask for it light on the onions, heavy on the tomatoes, order steak for one less person than you have in your party and if the steak is too rare, you can cook the individual pieces more by placing them on the platter around the edges.",tomatoes,positive,neutral,neutral,neutral,neutral,neutral,positive,neutral,negative,negative
193_0,"My party felt like we got put in a dining room for tourist, which must have been the penalty box area for the disgruntled wait staff on duty.",dining room,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
193_1,"My party felt like we got put in a dining room for tourist, which must have been the penalty box area for the disgruntled wait staff on duty.",wait staff,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
194_0,then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.,manager,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
194_1,then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.,lemon juice,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
194_2,then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.,ceasar dressing,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
195_0,"The Scene You won't blink twice at the restaurant's spartan decor: As the packed crowds and critics' praises wallpapering the front wall agree, this longtime local favorite is truly one of the area's most exquisite finds.",Scene,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
195_1,"The Scene You won't blink twice at the restaurant's spartan decor: As the packed crowds and critics' praises wallpapering the front wall agree, this longtime local favorite is truly one of the area's most exquisite finds.",decor,positive,negative,positive,negative,negative,neutral,negative,positive,positive,negative
196_0,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",brunch,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
196_1,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",hostess,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
196_2,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",wait staff,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
197_0,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",red pepper hummus,positive,positive,neutral,neutral,positive,positive,positive,neutral,positive,positive
197_1,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",main courses,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
197_2,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",dish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
197_3,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",waiter,neutral,positive,negative,neutral,negative,negative,positive,neutral,positive,negative
198_0,Had a mouthwatering sardinian Stuffed Squid and a Catfish fiumarola from Rome( think was capers and anchovies sauce).,Catfish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
198_1,Had a mouthwatering sardinian Stuffed Squid and a Catfish fiumarola from Rome( think was capers and anchovies sauce).,sardinian Stuffed Squid,positive,neutral,positive,positive,positive,positive,positive,neutral,positive,positive
198_2,Had a mouthwatering sardinian Stuffed Squid and a Catfish fiumarola from Rome( think was capers and anchovies sauce).,sauce,neutral,positive,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
199_0,"The service was great -- my glass was refilled without having to ask, we were greeted by the manager that day to ask how our food was.",food,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
199_1,"The service was great -- my glass was refilled without having to ask, we were greeted by the manager that day to ask how our food was.",manager,positive,negative,positive,positive,negative,positive,positive,neutral,positive,positive
199_2,"The service was great -- my glass was refilled without having to ask, we were greeted by the manager that day to ask how our food was.",service,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
19_0,"On the menu, there are many inexpensive snacks, drinks and meals to choose from.",menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
19_1,"On the menu, there are many inexpensive snacks, drinks and meals to choose from.",meals,positive,neutral,positive,positive,positive,neutral,positive,neutral,neutral,neutral
1_0,"When I got home, there was a message on the machine because the owner realized that our waitress forgot to charge us for our wine.",owner,neutral,negative,negative,negative,negative,negative,negative,negative,negative,negative
1_1,"When I got home, there was a message on the machine because the owner realized that our waitress forgot to charge us for our wine.",wine,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
1_2,"When I got home, there was a message on the machine because the owner realized that our waitress forgot to charge us for our wine.",waitress,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
200_0,got the guac but no drinks until it was all gone (approximately 20 minutes later).,guac,neutral,neutral,negative,negative,neutral,neutral,neutral,negative,neutral,neutral
200_1,got the guac but no drinks until it was all gone (approximately 20 minutes later).,drinks,negative,negative,negative,neutral,neutral,negative,negative,negative,negative,neutral
201_0,"Although when I went to eat dinner at Bombay Talkie on a crazy busy night, my waiter was extremely helpful through the menu, polite and polished.",menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
201_1,"Although when I went to eat dinner at Bombay Talkie on a crazy busy night, my waiter was extremely helpful through the menu, polite and polished.",waiter,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
201_2,"Although when I went to eat dinner at Bombay Talkie on a crazy busy night, my waiter was extremely helpful through the menu, polite and polished.",dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
202_0,"Zippier palates share sesame-fried lobster spring rolls, shrimp dumplings with citrus soy, and inventive maki, like the smoky and sweet filet mignon-pineapple variety.",smoky,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
202_1,"Zippier palates share sesame-fried lobster spring rolls, shrimp dumplings with citrus soy, and inventive maki, like the smoky and sweet filet mignon-pineapple variety.",shrimp dumplings with citrus soy,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
202_2,"Zippier palates share sesame-fried lobster spring rolls, shrimp dumplings with citrus soy, and inventive maki, like the smoky and sweet filet mignon-pineapple variety.",lobster spring rolls,neutral,neutral,positive,positive,neutral,neutral,positive,neutral,positive,neutral
202_3,"Zippier palates share sesame-fried lobster spring rolls, shrimp dumplings with citrus soy, and inventive maki, like the smoky and sweet filet mignon-pineapple variety.",filet mignon-pineapple variety,positive,positive,neutral,neutral,neutral,positive,positive,neutral,positive,positive
203_0,"Towards the end of our meal, a server came out, apparently our orders had been double-filled.",server,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
203_1,"Towards the end of our meal, a server came out, apparently our orders had been double-filled.",meal,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
204_0,This place would be so much better served by being run by a group that actually understands customer service.,service,negative,negative,negative,positive,negative,neutral,neutral,neutral,positive,positive
204_1,This place would be so much better served by being run by a group that actually understands customer service.,served,positive,positive,neutral,neutral,neutral,positive,positive,neutral,positive,positive
205_0,Only thing we didn't like was the steamed chocolate cake with mint ice creama group of the 4 of us did not want to finish this dessert!,steamed chocolate cake with mint ice,negative,neutral,neutral,neutral,neutral,positive,negative,negative,negative,negative
205_1,Only thing we didn't like was the steamed chocolate cake with mint ice creama group of the 4 of us did not want to finish this dessert!,dessert,neutral,neutral,neutral,neutral,neutral,negative,neutral,negative,neutral,neutral
206_0,The situation was verified by taking 3 dishes that were over an hour late off the bill and free desserts and coffee but the experience left most of us never wanting to go to the supposed hip cool 66 ever again.,dishes,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
206_1,The situation was verified by taking 3 dishes that were over an hour late off the bill and free desserts and coffee but the experience left most of us never wanting to go to the supposed hip cool 66 ever again.,desserts,positive,positive,neutral,neutral,neutral,positive,positive,neutral,positive,positive
206_2,The situation was verified by taking 3 dishes that were over an hour late off the bill and free desserts and coffee but the experience left most of us never wanting to go to the supposed hip cool 66 ever again.,bill,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
207_0,"The perfect meal; delux combo raw bar as an appetizer, King crab as your entree.",King crab,neutral,neutral,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral
207_1,"The perfect meal; delux combo raw bar as an appetizer, King crab as your entree.",bar,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
207_2,"The perfect meal; delux combo raw bar as an appetizer, King crab as your entree.",meal,positive,positive,neutral,positive,positive,positive,positive,neutral,positive,positive
208_0,"I went there about three times, one for dinner on a sunday evening which is a salsa night after dinning, the service was slow and a bit rude, the plates average some shrimp octopus and empanadas.",shrimp octopus,neutral,neutral,positive,neutral,negative,neutral,neutral,negative,neutral,neutral
208_1,"I went there about three times, one for dinner on a sunday evening which is a salsa night after dinning, the service was slow and a bit rude, the plates average some shrimp octopus and empanadas.",service,negative,negative,positive,negative,negative,negative,negative,negative,negative,negative
208_2,"I went there about three times, one for dinner on a sunday evening which is a salsa night after dinning, the service was slow and a bit rude, the plates average some shrimp octopus and empanadas.",dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
209_0,"If you don't care about the wait staff as long as they bring you your drinks and dinner, then go to Opa.",wait staff,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
209_1,"If you don't care about the wait staff as long as they bring you your drinks and dinner, then go to Opa.",drinks,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
209_2,"If you don't care about the wait staff as long as they bring you your drinks and dinner, then go to Opa.",dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
20_0,My dining companion and I have nothing but raves about the  environment and the Food.,Food,positive,positive,neutral,positive,positive,positive,neutral,positive,positive,neutral
20_1,My dining companion and I have nothing but raves about the  environment and the Food.,environment,positive,positive,positive,positive,negative,negative,positive,positive,positive,positive
20_2,My dining companion and I have nothing but raves about the  environment and the Food.,dining,neutral,neutral,neutral,neutral,neutral,positive,neutral,positive,neutral,neutral
210_0,"Food was average, the appetizers were better than the main courses.",main courses,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
210_1,"Food was average, the appetizers were better than the main courses.",appetizers,positive,neutral,positive,positive,neutral,positive,positive,positive,positive,positive
211_0,"Sure the food was - as always - very good, but we were quite outrageous about the waitress.",food,positive,positive,neutral,positive,positive,positive,positive,positive,positive,positive
211_1,"Sure the food was - as always - very good, but we were quite outrageous about the waitress.",waitress,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative
212_0,"I go there to eat dinner, brunch, or to just drink and hang out at the bar with the friendly staff.",drink,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
212_1,"I go there to eat dinner, brunch, or to just drink and hang out at the bar with the friendly staff.",dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
212_2,"I go there to eat dinner, brunch, or to just drink and hang out at the bar with the friendly staff.",bar,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
212_3,"I go there to eat dinner, brunch, or to just drink and hang out at the bar with the friendly staff.",staff,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
213_0,My husband and I had dinner here last week and the food was very good.,food,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
213_1,My husband and I had dinner here last week and the food was very good.,dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
214_0,"Bouley has done an excellent job creating this dining establishment with almost a museum sense, the artworks on the wall have a very Klimty feeling and the gold ceiling completes the rest of the experience.",gold ceiling,positive,positive,neutral,positive,positive,neutral,positive,neutral,positive,positive
214_1,"Bouley has done an excellent job creating this dining establishment with almost a museum sense, the artworks on the wall have a very Klimty feeling and the gold ceiling completes the rest of the experience.",dining establishment,neutral,neutral,positive,neutral,positive,positive,neutral,neutral,neutral,neutral
214_2,"Bouley has done an excellent job creating this dining establishment with almost a museum sense, the artworks on the wall have a very Klimty feeling and the gold ceiling completes the rest of the experience.",artworks,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
215_0,"The service was polite, friendly and prompt, the characters walking around entertained the kids but werent intrusive to our meal.",meal,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
215_1,"The service was polite, friendly and prompt, the characters walking around entertained the kids but werent intrusive to our meal.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
216_0,"Includes a diverse array of entrees ranging from Boar (prepared in your choice of either the French or Asian tradition), Mussels, or Pad Thai that grace the menu all at once, each one prepared in a distinctly different and delicate sauce.",menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
216_1,"Includes a diverse array of entrees ranging from Boar (prepared in your choice of either the French or Asian tradition), Mussels, or Pad Thai that grace the menu all at once, each one prepared in a distinctly different and delicate sauce.",entrees,positive,neutral,neutral,neutral,neutral,positive,positive,neutral,positive,positive
216_2,"Includes a diverse array of entrees ranging from Boar (prepared in your choice of either the French or Asian tradition), Mussels, or Pad Thai that grace the menu all at once, each one prepared in a distinctly different and delicate sauce.",Mussels,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
217_0,"we live down the street and have eaten here many times for lunch and dinner, and the food is consistently terrific.",food,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
217_1,"we live down the street and have eaten here many times for lunch and dinner, and the food is consistently terrific.",lunch,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
217_2,"we live down the street and have eaten here many times for lunch and dinner, and the food is consistently terrific.",dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
218_0,"Service has improved drastically from the old days, you are now seated by a hostess instead of standing behind a nearby table waiting for them to finish.",hostess,neutral,neutral,negative,negative,negative,negative,neutral,neutral,negative,negative
218_1,"Service has improved drastically from the old days, you are now seated by a hostess instead of standing behind a nearby table waiting for them to finish.",Service,positive,positive,positive,positive,negative,negative,positive,neutral,positive,positive
219_0,"The service was great, the chef even gave me a complimentary dish.",chef,neutral,positive,positive,positive,positive,negative,positive,positive,positive,positive
219_1,"The service was great, the chef even gave me a complimentary dish.",dish,positive,neutral,positive,positive,positive,positive,neutral,positive,neutral,neutral
219_2,"The service was great, the chef even gave me a complimentary dish.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
21_0,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",drink,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
21_1,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",table,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
21_2,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",waiters,negative,neutral,negative,negative,negative,negative,negative,negative,negative,negative
21_3,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",waiting,neutral,neutral,neutral,negative,negative,neutral,neutral,negative,neutral,neutral
220_0,We asked for bread plates when the bread was brought to the table and the server's response was management has decided not to offer bread plates.,management,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
220_1,We asked for bread plates when the bread was brought to the table and the server's response was management has decided not to offer bread plates.,server,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
220_2,We asked for bread plates when the bread was brought to the table and the server's response was management has decided not to offer bread plates.,table,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
221_0,"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).",diners,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
221_1,"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).",bar,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
221_2,"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).",Service,negative,positive,positive,positive,negative,positive,positive,negative,positive,positive
221_3,"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).",cocktail waiters,neutral,negative,positive,negative,negative,negative,negative,negative,negative,negative
222_0,"the place has an awesome decore, with fish swiming below certain tables.",decore,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
222_1,"the place has an awesome decore, with fish swiming below certain tables.",fish,positive,positive,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral
222_2,"the place has an awesome decore, with fish swiming below certain tables.",tables,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
223_0,"I had a 9pm reservation and wound up sitting down closer to 10, but the bar was entertaining enough for the almost-an-hour wait (excellent martinis).",bar,neutral,positive,neutral,neutral,neutral,positive,positive,neutral,positive,positive
223_1,"I had a 9pm reservation and wound up sitting down closer to 10, but the bar was entertaining enough for the almost-an-hour wait (excellent martinis).",martinis,positive,positive,neutral,neutral,positive,positive,positive,neutral,positive,positive
224_0,Lobster ceviche was amazing pared with mango.,mango,neutral,positive,positive,positive,positive,positive,neutral,positive,neutral,neutral
224_1,Lobster ceviche was amazing pared with mango.,Lobster ceviche,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
225_0,"The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.",food,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,positive,neutral
225_1,"The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.",waiter,positive,positive,negative,negative,negative,negative,positive,positive,positive,positive
226_0,"Decor is old, but the bathrooms are clean and updated.",Decor,positive,negative,positive,negative,positive,negative,negative,positive,negative,negative
226_1,"Decor is old, but the bathrooms are clean and updated.",bathrooms,negative,positive,positive,negative,positive,positive,positive,positive,positive,positive
227_0,"Prices are reasonable, probably $55/pp with appetizers, main course, dessert and a drink.",main course,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
227_1,"Prices are reasonable, probably $55/pp with appetizers, main course, dessert and a drink.",Prices,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
227_2,"Prices are reasonable, probably $55/pp with appetizers, main course, dessert and a drink.",drink,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
227_3,"Prices are reasonable, probably $55/pp with appetizers, main course, dessert and a drink.",appetizers,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
228_0,This was not the same hostess I usually see there who happens to be very sweet and provides excellent service.,service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
228_1,This was not the same hostess I usually see there who happens to be very sweet and provides excellent service.,hostess,neutral,negative,positive,positive,negative,negative,negative,positive,negative,negative
229_0,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
229_1,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",exotic teas,neutral,neutral,positive,negative,positive,positive,neutral,positive,neutral,neutral
229_2,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",meal,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
229_3,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",beverages,negative,positive,positive,negative,positive,positive,positive,positive,negative,neutral
